City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Camacha,PT,2022-07-12 17:32:30,33.0833,-16.3333,69.22,64,20,12.66
296,Araouane,ML,2022-07-12 17:32:31,18.9048,-3.5265,105.44,16,9,12.88
297,Puerto Escondido,MX,2022-07-12 17:29:07,15.85,-97.0667,85.03,70,40,5.75
298,Vinderup,DK,2022-07-12 17:32:32,56.4752,8.7908,68.41,81,100,10.58
299,Sao Joao Da Barra,BR,2022-07-12 17:32:32,-21.6403,-41.0511,87.89,72,44,15.77
300,Inhambane,MZ,2022-07-12 17:32:33,-23.865,35.3833,67.98,94,20,3.44
301,Shingu,JP,2022-07-12 17:32:33,33.7333,135.9833,75.09,90,99,4.32
302,Panguna,PG,2022-07-12 17:32:34,-6.3164,155.4848,67.21,92,5,2.33
303,Lompoc,US,2022-07-12 17:32:34,34.6391,-120.4579,74.01,72,40,5.75
304,Tiznit,MA,2022-07-12 17:32:35,29.5833,-9.5,81.72,43,45,6.69
305,Yoichi,JP,2022-07-12 17:32:37,43.2039,140.7703,69.08,97,100,5.1
306,Salvador,SV,2022-07-12 17:32:22,13.8333,-88.9167,83.05,58,93,2.3
307,Lata,PT,2022-07-12 17:32:38,40.1629,-8.3327,95.43,19,97,6.67
308,Itarema,BR,2022-07-12 17:32:40,-2.9248,-39.9167,84.11,67,43,16.02
309,Mahanje,TZ,2022-07-12 17:32:40,-9.9333,35.3333,63.66,63,93,2.26
310,Kenai,US,2022-07-12 17:32:42,60.5544,-151.2583,59.02,86,100,5.75
311,Dire Dawa,ET,2022-07-12 17:32:42,9.5931,41.8661,71.31,68,57,11.52
312,Poniatowa,PL,2022-07-12 17:32:44,51.1798,22.1309,59.95,75,100,13.2
313,Massaguet,TD,2022-07-12 17:32:44,12.4755,15.4365,92.62,36,79,6.06
314,Yelizovo,RU,2022-07-12 17:27:47,53.1873,158.3805,59.14,100,100,2.24
315,Morondava,MG,2022-07-12 17:32:45,-20.2833,44.2833,73.11,70,1,16.33
316,Orlik,RU,2022-07-12 17:33:46,52.5178,99.825,48.2,91,43,1.54
317,Mizque,BO,2022-07-12 17:33:47,-17.941,-65.3402,71.82,45,95,10.54
318,Sile,TR,2022-07-12 17:33:50,41.1754,29.6133,74.57,58,0,4.0
319,Yulara,AU,2022-07-12 17:33:50,-25.2406,130.9889,45.14,68,0,8.95
320,Nantucket,US,2022-07-12 17:33:51,41.2835,-70.0995,78.91,84,0,18.41
321,Tunceli,TR,2022-07-12 17:33:52,39.1083,39.5471,77.72,36,1,5.28
322,Key West,US,2022-07-12 17:29:34,24.5557,-81.7826,95.0,61,20,8.05
323,Talakan,RU,2022-07-12 17:33:53,50.3167,130.3667,63.36,82,28,4.5
324,Juba,SS,2022-07-12 17:33:54,4.8517,31.5825,74.23,78,91,4.25
325,Ende,ID,2022-07-12 17:33:55,-8.8432,121.6623,72.68,82,76,5.35
326,Narsaq,GL,2022-07-12 17:31:41,60.9167,-46.05,55.62,72,46,8.84
327,Nagua,DO,2022-07-12 17:33:55,19.3832,-69.8474,89.91,70,20,6.91
328,Valdivia,CL,2022-07-12 17:31:22,-39.8142,-73.2459,50.09,82,99,4.18
329,Sorland,NO,2022-07-12 17:33:55,67.667,12.6934,58.86,84,71,9.08
330,Verkhnevilyuysk,RU,2022-07-12 17:33:56,63.4453,120.3167,61.54,78,80,1.25
331,Tabou,CI,2022-07-12 17:33:56,4.423,-7.3528,76.69,79,99,10.16
332,Bocas Del Toro,PA,2022-07-12 17:33:57,9.3333,-82.25,82.08,77,75,14.54
333,Stornoway,GB,2022-07-12 17:33:57,58.2093,-6.3865,55.92,79,75,14.97
334,Khagaria,IN,2022-07-12 17:33:58,25.5,86.4833,89.2,57,53,10.6
335,Innisfail,AU,2022-07-12 17:30:07,-17.5333,146.0333,60.13,92,5,5.21
336,Itoman,JP,2022-07-12 17:33:59,26.1247,127.6694,82.42,89,52,6.91
337,Poum,NC,2022-07-12 17:33:59,-20.2333,164.0167,72.82,84,97,6.06
338,Soyo,AO,2022-07-12 17:33:50,-6.1349,12.3689,70.32,87,55,8.37
339,Matagami,CA,2022-07-12 17:32:33,49.7502,-77.6328,68.11,60,40,17.27
340,Carutapera,BR,2022-07-12 17:32:32,-1.195,-46.02,84.52,68,37,8.19
341,Hue,VN,2022-07-12 17:29:31,16.4667,107.6,80.71,94,20,2.3
342,Izhma,RU,2022-07-12 17:34:00,65.0083,53.9113,72.45,66,52,3.96
343,Quelimane,MZ,2022-07-12 17:34:00,-17.8786,36.8883,73.35,83,75,5.75
344,Scarborough,GB,2022-07-12 17:34:01,54.2797,-0.4044,76.57,60,96,1.99
345,Pochutla,MX,2022-07-12 17:34:01,15.7432,-96.4661,89.42,57,90,5.46
346,Smithers,CA,2022-07-12 17:30:12,54.7804,-127.1743,53.92,76,75,3.44
347,Dakar,SN,2022-07-12 17:34:01,14.6937,-17.4441,90.48,70,40,11.5
348,Nanakuli,US,2022-07-12 17:34:02,21.3906,-158.1547,77.11,69,40,9.22
349,Quesnel,CA,2022-07-12 17:29:43,52.9999,-122.5029,59.5,88,40,8.05
350,Biak,ID,2022-07-12 17:29:55,-0.9131,122.8766,74.82,92,99,5.82
351,Trud,BG,2022-07-12 17:34:03,42.2333,24.7333,75.42,31,20,9.22
352,Kloulklubed,PW,2022-07-12 17:31:20,7.0419,134.2556,73.9,70,86,2.06
353,Sakakah,SA,2022-07-12 17:34:05,29.9697,40.2064,101.77,13,54,10.71
354,Gobabis,NA,2022-07-12 17:34:05,-22.45,18.9667,59.97,28,0,11.1
355,Avondale,US,2022-07-12 17:32:01,33.4356,-112.3496,105.94,21,20,8.05
356,Leon,MX,2022-07-12 17:34:05,21.1167,-101.6667,82.15,46,43,3.27
357,Vila Franca Do Campo,PT,2022-07-12 17:34:06,37.7167,-25.4333,76.19,87,66,10.04
358,Arcoverde,BR,2022-07-12 17:34:06,-8.4189,-37.0539,79.66,54,57,9.42
359,Weihe,CN,2022-07-12 17:34:07,32.9952,105.3247,65.91,97,100,4.76
360,Issia,CI,2022-07-12 17:34:08,6.4922,-6.5856,73.98,96,91,4.99
361,Pak Chong,TH,2022-07-12 17:34:09,14.708,101.4161,75.81,91,93,6.22
362,Betul,IN,2022-07-12 17:35:09,21.9153,77.8961,72.72,97,100,11.52
363,Kahului,US,2022-07-12 17:31:14,20.8947,-156.47,77.85,65,20,8.01
364,Flinders,AU,2022-07-12 17:35:11,-34.5833,150.8552,47.37,84,98,1.99
365,Cururupu,BR,2022-07-12 17:35:11,-1.8283,-44.8683,85.42,59,56,6.96
366,Rawson,AR,2022-07-12 17:35:13,-43.3002,-65.1023,52.41,33,64,19.84
367,Kununurra,AU,2022-07-12 17:33:01,-15.7667,128.7333,66.18,15,3,13.8
368,Morant Bay,JM,2022-07-12 17:35:15,17.8815,-76.4093,92.71,71,67,14.34
369,Bamiantong,CN,2022-07-12 17:35:15,44.9333,130.5333,64.47,94,1,2.75
370,Naze,JP,2022-07-12 17:35:16,28.3667,129.4833,77.92,86,84,6.15
371,Jaque,PA,2022-07-12 17:35:17,7.5175,-78.1703,79.99,85,78,7.76
372,Moose Factory,CA,2022-07-12 17:35:18,51.2585,-80.6094,64.38,59,20,16.11
373,Nhulunbuy,AU,2022-07-12 17:35:19,-12.2333,136.7667,70.41,68,15,12.66
374,Wajima,JP,2022-07-12 17:35:19,37.4,136.9,74.55,91,22,8.61
375,Taltal,CL,2022-07-12 17:35:20,-25.4,-70.4833,64.69,59,1,4.36
376,Mehamn,NO,2022-07-12 17:35:20,71.0357,27.8492,64.35,63,0,2.3
377,Nicoya,CR,2022-07-12 17:35:21,10.1483,-85.452,83.93,75,57,1.77
378,Lagoa,PT,2022-07-12 17:35:22,39.05,-27.9833,70.11,91,53,10.18
379,Havelock,US,2022-07-12 17:31:36,34.8791,-76.9013,89.55,77,89,5.99
380,Pio Ix,BR,2022-07-12 17:35:23,-6.8375,-40.5792,90.25,31,100,7.52
381,Meulaboh,ID,2022-07-12 17:35:23,4.1363,96.1285,77.7,80,100,6.31
382,Mandalgarh,IN,2022-07-12 17:35:24,25.2,75.1,84.34,72,63,3.15
383,Sirjan,IR,2022-07-12 17:35:24,29.452,55.6814,81.41,9,15,18.14
384,Sarangpur,IN,2022-07-12 17:35:24,23.5667,76.4667,83.73,74,92,6.76
385,Kuching,MY,2022-07-12 17:35:25,1.55,110.3333,77.22,100,20,2.3
386,Shieli,KZ,2022-07-12 17:35:25,44.1667,66.75,82.51,28,41,8.75
387,San Quintin,MX,2022-07-12 17:35:26,30.4833,-115.95,71.62,67,68,13.96
388,Chabahar,IR,2022-07-12 17:35:27,25.2919,60.643,84.31,84,17,8.57
389,Harbour Breton,CA,2022-07-12 17:35:27,47.4833,-55.7983,60.42,73,73,10.58
390,Indianola,US,2022-07-12 17:31:52,41.3581,-93.5574,83.88,62,0,11.81
391,Puerto Palomas,MX,2022-07-12 17:35:28,31.7667,-107.6167,93.58,22,44,7.85
392,Coahuayana,MX,2022-07-12 17:35:28,18.7333,-103.6833,90.57,54,71,6.11
393,Penalva,BR,2022-07-12 17:35:28,-3.2942,-45.1736,84.0,72,47,2.24
394,Zaraza,VE,2022-07-12 17:35:29,9.3503,-65.3245,75.88,79,100,4.63
395,Tres Arroyos,AR,2022-07-12 17:35:29,-38.3739,-60.2798,52.09,38,83,15.88
396,Bilibino,RU,2022-07-12 17:35:30,68.0546,166.4372,66.94,88,73,6.8
397,The Valley,AI,2022-07-12 17:35:31,18.217,-63.0578,87.66,66,20,14.97
398,Terney,RU,2022-07-12 17:35:31,45.0503,136.6092,63.5,97,94,5.61
399,Shevchenkove,UA,2022-07-12 17:35:31,49.6959,37.1735,63.34,57,47,1.52
400,Corvallis,US,2022-07-12 17:30:46,44.5646,-123.262,81.59,57,0,5.75
401,Gulbene,LV,2022-07-12 17:35:32,57.1777,26.7529,61.54,86,44,6.53
402,Bayir,TR,2022-07-12 17:35:32,37.2687,28.2167,81.12,37,1,9.19
403,Miri,MY,2022-07-12 17:35:33,4.4148,114.0089,77.14,94,40,3.44
404,Laguna,US,2022-07-12 17:35:33,38.421,-121.4238,92.95,49,0,9.22
405,Fairbanks,US,2022-07-12 17:31:53,64.8378,-147.7164,64.6,89,75,0.0
406,La Baule-Escoublac,FR,2022-07-12 17:35:34,47.2922,-2.364,92.86,42,0,10.36
407,Zhumadian,CN,2022-07-12 17:35:35,32.9794,114.0294,80.26,87,65,5.44
408,Lichinga,MZ,2022-07-12 17:35:35,-13.3128,35.2406,59.09,72,75,8.05
409,Caluquembe,AO,2022-07-12 17:36:36,-13.7833,14.6833,61.21,29,3,3.13
410,Axim,GH,2022-07-12 17:36:37,4.8699,-2.2405,76.26,79,85,9.15
411,Jerez,GT,2022-07-12 17:36:38,14.1,-89.75,81.05,61,0,4.61
412,Piranhas,BR,2022-07-12 17:36:39,-16.4269,-51.8222,89.8,24,10,5.61
413,Grindavik,IS,2022-07-12 17:36:40,63.8424,-22.4338,55.35,66,75,19.57
414,Miandrivazo,MG,2022-07-12 17:36:41,-19.5167,45.4667,71.29,41,0,1.43
415,Selizharovo,RU,2022-07-12 17:36:41,56.8519,33.4487,58.87,90,11,5.91
416,Sistranda,NO,2022-07-12 17:36:42,63.7256,8.834,58.96,91,100,20.56
417,Vung Tau,VN,2022-07-12 17:36:42,10.346,107.0843,77.4,91,100,20.33
418,Harnosand,SE,2022-07-12 17:36:43,62.6323,17.9379,71.62,67,16,7.61
419,Srednekolymsk,RU,2022-07-12 17:36:44,67.45,153.6833,64.8,52,73,5.12
420,Yarmouth,US,2022-07-12 17:36:44,41.7057,-70.2286,82.87,73,20,18.41
421,Ucluelet,CA,2022-07-12 17:36:44,48.9329,-125.5528,61.11,84,44,5.99
422,Dalen,NL,2022-07-12 17:36:45,52.6992,6.7556,80.06,67,100,1.01
423,Camalu,MX,2022-07-12 17:36:45,30.85,-116.0667,73.04,63,67,10.54
424,Mount Gambier,AU,2022-07-12 17:35:27,-37.8333,140.7667,41.47,91,17,2.51
425,Molokovo,RU,2022-07-12 17:36:47,58.1661,36.7628,64.33,94,35,6.33
426,Longford,IE,2022-07-12 17:36:47,53.7333,-7.8,62.73,74,96,8.48
427,Amapa,BR,2022-07-12 17:36:47,1.0,-52.0,88.3,52,66,5.01
428,Bundaberg,AU,2022-07-12 17:36:48,-24.85,152.35,51.22,99,75,5.75
429,Nuevo Progreso,MX,2022-07-12 17:36:48,23.1667,-97.95,95.54,49,100,5.99
430,Parfenyevo,RU,2022-07-12 17:36:49,58.484,43.4088,66.11,86,100,6.78
431,Inuvik,CA,2022-07-12 17:36:49,68.3499,-133.7218,45.36,97,100,9.22
432,Chau Doc,VN,2022-07-12 17:36:50,10.7,105.1167,74.97,95,100,17.98
433,Hermiston,US,2022-07-12 17:36:51,45.8404,-119.2895,89.82,39,0,0.0
434,Juliaca,PE,2022-07-12 17:36:51,-15.5,-70.1333,57.18,23,0,4.61
435,Palencia,ES,2022-07-12 17:36:52,42.4167,-4.5,97.92,18,16,13.44
436,Westport,US,2022-07-12 17:36:44,41.1415,-73.3579,90.63,57,0,16.11
437,Cacoal,BR,2022-07-12 17:36:00,-11.4386,-61.4472,96.42,26,6,2.89
438,Tommot,RU,2022-07-12 17:36:54,58.9564,126.2925,56.01,94,38,1.72
439,Kaeo,NZ,2022-07-12 17:36:55,-35.1,173.7833,54.32,96,19,12.3
440,Karratha,AU,2022-07-12 17:36:55,-20.7377,116.8463,65.62,59,3,8.39
441,Ialibu,PG,2022-07-12 17:36:56,-6.2821,143.9935,54.14,97,79,1.45
442,Denizli,TR,2022-07-12 17:36:56,37.8402,29.0698,80.6,38,1,7.87
443,Baturaja,ID,2022-07-12 17:36:56,-4.1333,104.1667,72.61,98,63,2.44
444,Kemijarvi,FI,2022-07-12 17:36:57,66.7131,27.4306,67.41,73,98,5.41
445,Tessalit,ML,2022-07-12 17:36:57,20.1986,1.0114,100.4,19,66,11.65
446,Launceston,AU,2022-07-12 17:36:58,-41.45,147.1667,44.62,89,40,9.22
447,Hargeysa,SO,2022-07-12 17:36:59,9.56,44.065,72.16,53,15,25.48
448,Taoudenni,ML,2022-07-12 17:36:59,22.6783,-3.9836,113.83,8,60,12.12
449,Sines,PT,2022-07-12 17:36:59,37.9562,-8.8698,82.29,47,100,5.37
450,Venice,US,2022-07-12 17:37:00,27.0998,-82.4543,94.26,64,0,11.5
451,Tambovka,RU,2022-07-12 17:37:00,50.0969,128.0489,64.74,79,78,6.29
452,Acarau,BR,2022-07-12 17:37:01,-2.8856,-40.12,84.25,68,46,16.13
453,Isangel,VU,2022-07-12 17:34:10,-19.55,169.2667,75.47,89,18,7.14
454,Stykkisholmur,IS,2022-07-12 17:37:01,65.0757,-22.7297,46.26,78,100,14.52
455,Kirakira,SB,2022-07-12 17:37:01,-10.4544,161.9205,80.37,81,68,8.34
456,Zhuhai,CN,2022-07-12 17:37:02,22.2769,113.5678,84.85,84,20,6.91
457,Guanica,PR,2022-07-12 17:37:02,17.9716,-66.908,92.53,68,6,16.35
458,Tuatapere,NZ,2022-07-12 17:38:03,-46.1333,167.6833,42.31,97,100,5.19
459,Acajutla,SV,2022-07-12 17:38:03,13.5928,-89.8275,85.33,69,83,8.99
460,Terrace Bay,CA,2022-07-12 17:38:04,48.7834,-87.1,57.74,60,100,4.79
461,Solvychegodsk,RU,2022-07-12 17:38:05,61.3305,46.9156,67.59,94,72,6.4
462,Pontes E Lacerda,BR,2022-07-12 17:38:05,-15.2261,-59.3353,82.85,44,73,7.25
463,La Paz,BO,2022-07-12 17:33:07,-16.5,-68.15,58.98,24,75,8.05
464,Nagapattinam,IN,2022-07-12 17:38:07,10.7667,79.8333,84.04,58,100,17.2
465,Torbay,CA,2022-07-12 17:35:32,47.6666,-52.7314,74.88,46,75,13.8
466,Tubuala,PA,2022-07-12 17:38:08,9.5167,-79.0333,79.79,83,100,2.8
467,Desaguadero,PE,2022-07-12 17:38:09,-16.5656,-69.0417,54.54,34,96,15.21
468,Petropavlovsk-Kamchatskiy,RU,2022-07-12 17:38:09,53.0452,158.6483,57.79,100,100,2.24
469,Formosa Do Rio Preto,BR,2022-07-12 17:38:09,-11.0483,-45.1931,91.53,21,15,5.57
470,Iranshahr,IR,2022-07-12 17:38:10,27.2025,60.6848,100.74,10,63,4.61
471,Kourou,GF,2022-07-12 17:38:10,5.1552,-52.6478,89.65,69,67,6.46
472,Grants Pass,US,2022-07-12 17:37:13,42.439,-123.3284,91.18,39,0,6.91
473,Umba,RU,2022-07-12 17:38:11,66.6871,34.3429,62.82,92,90,3.6
474,Lamar,US,2022-07-12 17:38:11,33.6668,-95.5836,100.98,46,0,10.36
475,Lazaro Cardenas,MX,2022-07-12 17:38:11,17.9583,-102.2,86.63,65,79,6.2
476,Mahebourg,MU,2022-07-12 17:38:12,-20.4081,57.7,72.25,64,75,16.11
477,Bambous Virieux,MU,2022-07-12 17:38:12,-20.3428,57.7575,72.21,64,75,16.11
478,Zhigansk,RU,2022-07-12 17:38:12,66.7697,123.3711,55.38,93,68,5.73
479,Katsuura,JP,2022-07-12 17:38:13,35.1333,140.3,74.93,92,97,5.95
480,Lodwar,KE,2022-07-12 17:38:13,3.1191,35.5973,86.27,35,6,8.14
481,Quetta,PK,2022-07-12 17:38:14,30.199,67.0097,79.45,58,24,4.18
482,Tanete,ID,2022-07-12 17:38:14,-3.9443,119.7848,75.45,88,98,6.2
483,Prince Rupert,CA,2022-07-12 17:38:15,54.3161,-130.3201,55.49,85,75,13.8
484,Jacareacanga,BR,2022-07-12 17:38:15,-6.2222,-57.7528,98.08,28,26,1.92
485,Guadalajara,MX,2022-07-12 17:37:43,20.6667,-103.3333,77.99,70,40,0.0
486,Iquique,CL,2022-07-12 17:34:19,-20.2208,-70.1431,60.84,70,39,3.24
487,Chifeng,CN,2022-07-12 17:38:17,42.2683,118.9636,68.34,89,92,3.27
488,Kabo,CF,2022-07-12 17:38:17,7.6994,18.629,69.75,96,100,4.09
489,High Level,CA,2022-07-12 17:38:18,58.5169,-117.136,69.91,43,20,11.5
490,Lavrentiya,RU,2022-07-12 17:37:56,65.5833,-171.0,45.95,85,79,4.27
491,Tarauaca,BR,2022-07-12 17:37:55,-8.1614,-70.7656,89.96,46,21,3.4
492,Capelinha,BR,2022-07-12 17:38:18,-17.6914,-42.5158,79.9,33,73,2.28
493,Gorom-Gorom,BF,2022-07-12 17:38:19,14.4439,-0.2361,100.62,24,6,7.65
494,Falun,SE,2022-07-12 17:38:19,60.6036,15.626,75.22,45,37,3.31
495,Nanortalik,GL,2022-07-12 17:38:20,60.1432,-45.2371,43.57,85,82,10.07
496,Gatesville,US,2022-07-12 17:34:08,31.4352,-97.7439,102.74,35,20,8.61
497,Ekhabi,RU,2022-07-12 17:38:20,53.5102,142.9671,53.56,84,8,11.74
498,Miami,US,2022-07-12 17:34:28,25.7743,-80.1937,95.0,64,75,11.99
499,Sioux Lookout,CA,2022-07-12 17:38:21,50.1001,-91.917,69.87,73,75,6.91
500,Bani,DO,2022-07-12 17:38:21,18.2833,-70.3333,87.85,57,18,14.5
501,Ust-Nera,RU,2022-07-12 17:38:21,64.5667,143.2,68.97,62,100,3.74
502,Lincoln,US,2022-07-12 17:35:29,40.8,-96.667,86.29,43,0,10.36
503,Bam,IR,2022-07-12 17:38:22,29.106,58.357,90.23,9,3,19.37
504,Bonavista,CA,2022-07-12 17:38:23,48.6499,-53.1147,63.68,56,100,16.35
505,Skjervoy,NO,2022-07-12 17:39:24,70.0311,20.9714,68.0,84,32,2.73
506,Novaya Igirma,RU,2022-07-12 17:39:25,57.1334,103.9112,49.41,95,68,0.96
507,Boyolangu,ID,2022-07-12 17:39:26,-8.1181,111.8935,74.01,93,84,1.81
508,Mandalgovi,MN,2022-07-12 17:39:26,45.7625,106.2708,55.06,70,0,12.59
509,Dvubratskiy,RU,2022-07-12 17:39:27,45.2389,39.805,73.87,57,99,3.49
510,Orocue,CO,2022-07-12 17:39:27,4.7912,-71.3354,82.35,74,56,7.63
511,Inta,RU,2022-07-12 17:39:28,66.0317,60.1659,68.7,63,83,8.21
512,Brownwood,US,2022-07-12 17:39:29,31.7093,-98.9912,102.2,30,20,5.75
513,Sorong,ID,2022-07-12 17:39:29,-0.8833,131.25,75.9,92,100,6.51
514,Razole,IN,2022-07-12 17:39:30,16.4833,81.8333,76.96,80,100,13.85
515,Belmopan,BZ,2022-07-12 17:34:35,17.25,-88.7667,89.98,56,87,8.59
516,Khuzhir,RU,2022-07-12 17:39:30,53.1939,107.3397,54.48,76,49,2.98
517,San Rafael Del Sur,NI,2022-07-12 17:39:31,11.8485,-86.4384,86.97,62,99,12.15
518,Tabuk,PH,2022-07-12 17:39:31,17.4189,121.4443,75.15,90,99,2.21
519,Porto Torres,IT,2022-07-12 17:39:32,40.835,8.3972,86.18,61,0,4.34
520,Mirpur Mathelo,PK,2022-07-12 17:39:33,28.0227,69.5489,98.19,41,41,8.28
521,Aghavnadzor,AM,2022-07-12 17:39:34,39.7822,45.2275,67.41,58,1,8.16
522,Salalah,OM,2022-07-12 17:39:34,17.0151,54.0924,78.89,89,100,5.75
523,Labis,MY,2022-07-12 17:39:34,2.385,103.021,74.84,93,100,1.95
524,Wakkanai,JP,2022-07-12 17:39:35,45.4094,141.6739,63.9,97,100,9.19
525,Kargasok,RU,2022-07-12 17:39:35,59.0556,80.8572,56.3,61,60,4.99
526,Pekan,MY,2022-07-12 17:39:36,3.4836,103.3996,75.31,90,100,4.45
527,Ambon,ID,2022-07-12 17:39:37,-3.6954,128.1814,77.23,16,40,2.3
528,Salinas,US,2022-07-12 17:39:31,36.6777,-121.6555,66.81,74,100,8.05
529,Mehran,IR,2022-07-12 17:39:38,33.1222,46.1646,99.21,13,47,13.02
530,Lakes Entrance,AU,2022-07-12 17:39:38,-37.8811,147.981,46.17,90,100,11.36
531,Holly Hill,US,2022-07-12 17:39:39,29.2436,-81.0376,95.16,73,40,6.91
532,Vestmannaeyjar,IS,2022-07-12 17:36:34,63.4427,-20.2734,56.39,71,40,18.41
533,Corinth,GR,2022-07-12 17:39:39,37.9407,22.9573,83.41,51,21,6.82
534,Rawa Mazowiecka,PL,2022-07-12 17:39:40,51.7644,20.2549,69.49,47,100,17.36
535,Livani,LV,2022-07-12 17:39:41,56.3543,26.1758,61.75,85,52,7.85
536,Namatanai,PG,2022-07-12 17:39:42,-3.6667,152.4333,78.8,82,35,6.73
537,Moussoro,TD,2022-07-12 17:39:42,13.6408,16.4901,99.27,21,94,6.73
538,Palmas,BR,2022-07-12 17:39:43,-10.2128,-48.3603,89.47,35,0,6.91
539,Buin,CL,2022-07-12 17:34:47,-33.7333,-70.75,62.42,34,60,2.46
540,Bilma,NE,2022-07-12 17:39:43,18.6853,12.9164,102.02,11,63,12.39
541,Calabozo,VE,2022-07-12 17:39:44,8.9242,-67.4293,80.4,78,75,8.81
542,Katima Mulilo,NA,2022-07-12 17:39:45,-17.5,24.2667,63.19,36,7,6.24
543,Tuy Hoa,VN,2022-07-12 17:39:46,13.0833,109.3,76.68,92,94,5.08
544,Tiko,CM,2022-07-12 17:39:46,4.0745,9.3699,75.9,91,90,5.46
545,Lexington Park,US,2022-07-12 17:39:47,38.2668,-76.4538,89.1,64,0,11.5
546,Severo-Yeniseyskiy,RU,2022-07-12 17:39:47,60.3725,93.0408,47.37,90,99,1.52
547,Belyy Yar,RU,2022-07-12 17:39:47,53.6039,91.3903,58.89,69,0,2.24
548,Bac Lieu,VN,2022-07-12 17:39:48,9.285,105.7244,76.69,93,100,18.43
549,Caucel,MX,2022-07-12 17:39:48,21.0167,-89.7167,87.87,66,100,9.22
550,Ereymentau,KZ,2022-07-12 17:39:49,51.6199,73.1033,66.07,50,1,6.51
551,Pitiquito,MX,2022-07-12 17:39:50,30.7,-112.0833,93.92,38,95,7.43
